doc_name,ClasstargetResult,ARI readability feature,Articles count,Auxiliary verbs count,Char Count,Coleman-Liau readability feature,Complete URL link count,Complete URL link count per length,Complete URL link count per section,Coordination conjunctions count,Correlative conjunctions count,Flesch Kincaid Readability Feature,Flesch Reading Ease Readability Feature,Gunning Fog Index readability feature,Images count,Images per length,Images per section,Images per subsection,Indefinite pronouns count,Interrogative pronouns count,Large paragraph count,Large phrase count,Large phrase rate,Largest phrase size,Largest section size,Lasbarhetsindex readability feature,Mean section size,Mean subsection size,Paragraph count,Phrase count,Prepositions count,Pronouns count,Relative URL link count,Relative URL link count per length,Relative URL link count per section,Relative pronoums count,SMOG Grading readability feature,Same page link count,Same page link count per length,Same page link count per section,Section count,Sentences starting with articles,Sentences starting with auxiliary verbs,Sentences starting with coordination conjunctions,Sentences starting with correlative conjunctions,Sentences starting with indefinite pronouns,Sentences starting with interrogative pronouns,Sentences starting with prepositions,Sentences starting with pronouns,Sentences starting with relative pronoums,Sentences starting with subordinating conjunctions,Sentences starting with to be verbs,Short phrase rate,Shortest section size,Standard deviation of the section size,Subordinating conjunctions count,Subsection count,To be verbs count,Word Count
1373336,1.0c,7.856130279483644,159,28,8987,9.047348101265822,6,0.000667631022588183,6,61,1,9.14453440280737,57.36374420353428,9.27008397042236,0,0,0,0,30,6,0,70,0.3564356435643564,176,0,23.175209926055896,0,1712.2,1,101,176,57,63,0.007010125737175921,63,17,42.74921382870358,1,0.00011127183709803049,1,0,8,0,1,0,5,0,4,13,0,6,0,0.49504950495049505,0,0,36,5,47,1580
1374669,5.0c,16.293934426229505,159,64,10467,12.50579861111111,15,0.0014330753797649756,15,56,3,15.308910519125686,35.76033811475409,17.44225865209472,4,0.0003821534346039935,4,4,31,2,0,58,0.3114754098360656,225,0,43.60564663023679,0,1203.75,1,61,238,51,70,0.006687685105569887,70,24,44.569219381653056,18,0.0017196904557179708,18,0,5,0,0,0,3,0,3,4,0,5,0,0.5081967213114754,0,0,41,8,52,1728
1377636,4.0c,9.275503144654088,53,3,5218,9.015461215932916,1,0.0001916443081640475,1,23,0,11.85182893081761,44.07446037735852,12.83116142557652,0,0,0,0,6,2,0,30,0.18,338,0,32.0779035639413,0,818.6666666666666,1,50,90,32,37,0.007090839402069758,37,6,33.886890422961,52,0.009965504024530471,52,0,0,0,0,0,0,0,0,1,0,0,0,0.76,0,0,7,6,3,954
1383269,0.0c,12.437558685446009,7,0,408,10.398591549295771,0,0,0,3,0,14.414647887323948,33.869671361502355,13.973708920187796,0,0,0,0,0,0,0,2,0.3333333333333333,45,0,34.93427230046949,0,0,1,3,13,2,13,0.031862745098039214,13,0,11.42614977317636,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6666666666666666,0,0,0,0,2,71
1385736,2.0c,14.580607476635508,10,0,614,11.29214953271028,1,0.0016286644951140066,1,2,0,14.692967289719627,37.365992990654235,16.307476635514018,0,0,0,0,0,0,0,3,0.25,59,0,40.768691588785046,0,0,1,4,17,2,19,0.030944625407166124,19,0,13.3440804327886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1,0,1,107
1386541,0.0c,9.726170212765958,8,1,544,9.728510638297871,0,0,0,3,0,12.078170212765958,41.95300000000003,11.775319148936171,0,0,0,0,0,0,0,4,0.4,50,0,29.438297872340428,0,0,1,5,13,5,8,0.014705882352941176,8,0,12.69535971483266,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4,0,0,0,0,1,94
1389951,5.0c,15.641978588421884,719,94,48443,14.058776103621463,18,0.00037157071197076977,18,319,11,13.687008326724822,40.125453013481376,14.838778747026169,17,0.0003509278946390603,17,17,96,50,0,275,0.36538461538461536,475,0,37.09694686756542,0,4078.090909090909,1,312,1073,284,388,0.00800941312470326,388,103,89.98275691193054,2,4.128563466341886e-05,2,0,49,0,2,1,6,4,33,23,4,49,0,0.5416666666666666,0,0,190,11,124,7566
1390627,1.0c,13.064176283507493,89,9,4246,11.613605633802813,4,0.0009420631182289214,4,18,2,12.189018627896411,48.46653566560656,14.1753748296229,3,0.000706547338671691,3,3,6,3,0,27,0.3548387096774194,151,0,35.43843707405725,0,1312,1,31,81,11,29,0.0068299576071596795,29,4,29.645825188948457,0,0,0,0,11,0,0,0,0,0,2,0,0,2,0,0.4838709677419355,0,0,16,3,15,710
1391089,1.0c,12.59789740985272,45,13,3027,10.173798882681565,6,0.0019821605550049554,6,9,0,12.915020314880651,45.94357160995429,13.93495852378534,3,0.0009910802775024777,3,3,7,0,0,18,0.4090909090909091,130,0,34.83739630946335,0,321,1,22,63,9,29,0.00958044268252395,29,4,26.173260452512935,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0.5,0,0,9,6,10,537
1391580,0.0c,4.106021505376344,2,0,170,6.71096774193548,0,0,0,0,0,11.278709677419355,32.60473118279569,8.004301075268819,0,0,0,0,0,0,0,2,0.3333333333333333,15,0,20.010752688172044,0,0,1,3,4,1,3,0.01764705882352941,3,0,8.567764362830022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6666666666666666,0,0,0,0,0,31
1392290,1.0c,23.43030434782608,28,1,2525,10.788652173913048,3,0.001188118811881188,3,17,0,20.56304347826087,29.566739130434797,22.660869565217393,4,0.0015841584158415845,4,4,2,0,0,9,0.2,72,0,56.65217391304348,0,532,1,10,78,7,72,0.028514851485148516,72,0,24.447610589527216,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0.7,0,0,0,2,0,460
1395311,2.0c,14.50101364806008,61,81,9912,14.01693996126533,9,0.0009079903147699758,9,92,7,14.873142872730252,27.287875412578785,17.093448749306685,0,0,0,0,25,4,0,65,0.38028169014084506,161,0,42.73362187326671,0,1942,1,71,162,39,30,0.003026634382566586,30,16,42.35733730830886,22,0.00221953188054883,22,0,4,0,3,1,3,1,1,5,1,6,0,0.5492957746478874,0,0,43,4,49,1549
1397435,2.0c,10.137337110481582,50,9,4453,12.635750708215294,7,0.001571973950145969,7,33,4,11.527848158640229,37.562973371104846,13.18341076487252,0,0,0,0,13,3,0,29,0.36,136,0,32.9585269121813,0,0,1,50,89,45,31,0.006961598922075006,31,16,29.570660511172846,2,0.00044913541432741973,2,0,0,0,0,0,0,0,3,6,0,0,0,0.48,0,0,16,0,17,706
1398224,2.0c,13.063156961753322,119,13,8586,12.104853351955306,10,0.0011646866992778943,10,54,3,13.34711173184358,38.609663085517866,14.287168027503222,7,0.000815280689494526,7,7,7,0,0,47,0.3076923076923077,212,0,35.717920068758055,0,642.6666666666666,1,65,142,25,42,0.004891684136967156,42,5,40.84177585684901,2,0.00023293733985557888,2,0,7,0,0,0,0,0,0,7,0,0,0,0.6153846153846154,0,0,13,12,15,1432
1399689,3.0c,12.56915689606953,217,29,12287,9.718020351526366,9,0.0007324814844958086,9,81,3,13.333475033883357,44.244459049545014,14.459144203257106,4,0.0003255473264425816,4,4,30,15,0,78,0.3953488372093023,216,0,36.14786050814276,0,1542.857142857143,1,86,319,86,87,0.00708065435012615,87,37,49.49731175025068,26,0.0021160576218767803,26,0,13,0,3,0,2,1,6,8,1,7,0,0.4883720930232558,0,0,74,7,74,2162
1402627,5.0c,11.229723297847116,485,16,35917,11.50121487464244,2,5.5683937968093104e-05,2,215,4,12.124994099966724,41.95075519350769,12.494770393283586,1,2.7841968984046552e-05,1,1,65,4,0,249,0.28434504792332266,532,0,31.236925983208963,0,5693.666666666667,1,313,733,114,321,0.008937272043878943,321,28,80.09085548883213,192,0.0053456580449369375,192,0,54,0,0,0,4,0,23,39,1,8,0,0.5718849840255591,0,0,99,6,65,5943
1404748,4.0c,9.793573211359032,97,22,14164,12.548363148479424,27,0.001906241174809376,27,74,2,12.619631827579193,28.433848885413457,12.135652844579178,1,7.060152499293985e-05,1,1,17,1,0,77,0.2395209580838323,521,0,30.339132111447945,0,1258.3636363636365,1,167,164,18,207,0.014614515673538548,207,6,50.28636167014755,52,0.003671279299632872,52,0,14,0,4,0,3,0,5,1,0,2,0,0.7005988023952096,0,0,16,11,27,2236
1404900,2.0c,9.161883630550424,186,30,14538,9.969605633802818,23,0.0015820608061631583,23,82,4,10.079965408891706,53.10972733662248,9.68950690444034,2,0.00013757050488375291,2,2,24,11,0,112,0.3698630136986301,213,0,24.22376726110085,0,2554.4,1,146,270,107,156,0.010730499380932727,156,28,52.84977432245807,10,0.0006878525244187646,10,0,11,0,1,0,1,2,10,20,2,5,0,0.4315068493150685,0,0,39,5,31,2485
1405895,4.0c,10.98965633194409,526,152,29554,9.627641400538671,11,0.0003722000406036408,11,218,16,11.365514855422738,52.47752438720778,12.476034415305175,4,0.00013534546931041484,4,4,71,53,0,197,0.35714285714285715,370,0,31.19008603826294,0,3497,1,238,715,345,99,0.003349800365432767,99,110,75.09715667070374,12,0.0004060364079312445,12,0,36,1,4,0,0,2,14,42,6,16,0,0.5546218487394958,0,0,123,8,162,5198
1407394,2.0c,14.139531249999996,112,9,5610,13.238370535714283,9,0.0016042780748663102,9,54,0,14.019883928571428,34.4438660714286,16.1475,2,0.00035650623885918,2,2,14,1,0,34,375,152,0,40.36875,0,178,1,40,106,27,38,0.006773618538324421,38,9,32.93325909419153,0,0,0,0,4,0,0,0,3,0,3,6,0,1,0,0.55,0,0,13,2,10,896
1415621,1.0c,12.93042771599658,27,4,1965,10.904131736526946,0,0,0,12,0,13.110094097519248,43.56191616766469,13.494952951240377,0,0,0,0,6,3,0,13,0.5,57,0,33.73738237810094,0,0,1,14,45,13,15,0.007633587786259542,15,6,21.275666882497067,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0.42857142857142855,0,0,15,0,10,334
1416262,4.0c,15.75808977364956,227,40,16452,13.99942555685815,9,0.0005470459518599562,9,95,6,14.341537221570928,36.06647482865904,14.75047494514083,2,0.00012156576707999029,2,2,24,7,0,96,0.38461538461538464,229,0,36.87618736285207,0,1974,1,104,366,70,129,0.007840991976659373,129,26,53.586559479766954,103,0.0062606370046194995,103,0,6,0,0,0,1,0,3,2,0,7,0,0.5,0,0,47,8,54,2559
1419762,4.0c,12.432215302122472,566,114,31122,10.50309023255814,5,0.0001606580553948975,5,166,13,12.727130131004367,45.62091004366812,13.987716055651468,24,0.000771158665895508,24,24,75,48,0,203,0.39737991266375544,368,0,34.96929013912867,0,7366.75,1,229,712,329,154,0.004948268106162843,154,119,76.3143914930759,10,0.000321316110789795,10,0,36,0,3,0,4,5,17,50,5,28,0,0.47161572052401746,0,0,148,4,156,5375
1424178,4.0c,12.683179923849975,628,114,35545,10.550360197368423,31,0.0008721339147559432,31,233,15,12.640959386655616,47.06762121840035,13.51559262329051,5,0.00014066676044450696,5,5,88,43,0,234,0.3661417322834646,380,0,33.788981558226276,0,4240.75,1,254,694,242,335,0.009424672949781969,335,109,80.9743547584717,193,0.0054297369531579685,193,0,17,0,0,0,0,0,5,14,0,3,0,0.4921259842519685,0,0,134,8,138,6080
1426300,1.0c,9.130842531272997,28,0,1771,10.05705298013245,1,0.000564652738565782,1,10,0,10.567902869757177,49.17906548933041,11.08197203826343,0,0,0,0,2,0,0,13,0.4444444444444444,101,0,27.704930095658575,0,137,1,18,34,4,24,0.01355166572557877,24,1,20.378147196982766,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0.5,0,0,6,1,13,302
1434067,2.0c,12.658544891640863,57,7,3626,9.42482972136223,3,0.000827357970215113,3,22,4,13.283575232198142,45.849814860681136,13.865411764705884,3,0.000827357970215113,3,3,11,4,0,23,0.28,105,0,34.663529411764706,0,566,1,25,76,19,46,0.0126861555432984,46,7,28.41653005427767,6,0.001654715940430226,6,0,3,0,0,0,1,0,2,7,0,1,0,0.56,0,0,17,4,6,646
1436547,5.0c,11.439893431112084,536,115,33304,10.152298115165138,37,0.0011109776603411,37,193,8,12.229326179397294,46.40014906871764,13.437895031937916,9,0.0002702378092721595,9,9,83,14,0,234,0.32954545454545453,374,0,33.59473757984479,0,2294.0714285714284,1,264,675,146,202,0.006065337496997358,202,57,79.04603868710059,19,0.0005705020417967812,19,0,33,0,2,1,9,0,21,29,0,14,0,0.5265151515151515,0,0,108,14,186,5783
1438742,4.0c,14.82723306894448,33,15,5330,11.400995525727067,9,0.0016885553470919325,9,25,2,16.687982509660362,23.66994203782795,17.100345739271912,4,0.00075046904315197,4,4,7,1,0,27,0.2727272727272727,174,0,42.75086434817978,0,754.5,1,33,90,31,106,0.019887429643527205,106,7,32.89983277545211,8,0.00150093808630394,8,0,2,0,0,0,0,0,2,7,0,1,0,0.6666666666666666,0,0,20,6,10,894
1442561,5.0c,8.690266391775552,219,62,21654,10.773720279720276,13,0.0006003509744158123,13,173,10,10.554543114256266,44.76020081910124,10.88881954698688,4,0.00018472337674332688,4,4,57,11,0,161,0.3944223107569721,270,0,27.22204886746719,0,2241.5555555555557,1,251,417,108,219,0.010113604876697144,219,31,62.79130371550699,167,0.007712200979033897,167,0,15,0,1,0,3,1,5,15,1,6,0,0.5219123505976095,0,0,71,9,86,3575
1442763,5.0c,12.30024707516592,291,68,27350,11.031341935483873,11,0.00040219378427787936,11,191,5,13.309442094973509,39.26807701805837,14.611349488089727,11,0.00040219378427787936,11,11,56,12,0,173,0.3684210526315789,386,0,36.52837372022432,0,2885.5555555555557,1,209,659,253,307,0.011224862888482632,307,38,71.19090848492928,100,0.003656307129798903,100,0,8,0,2,0,1,1,23,29,1,9,0,0.5215311004784688,0,0,67,9,91,4650
1445372,3.0c,10.867799227799225,45,11,3859,12.092285714285715,4,0.0010365379632029023,4,18,1,12.0845087945088,38.74971042471043,13.35049335049335,2,0.0005182689816014512,2,2,9,1,0,31,0.40540540540540543,101,0,33.37623337623337,0,549.3333333333334,1,37,76,19,49,0.012697590049235551,49,8,28.099800796022265,10,0.002591344908007256,10,0,3,0,0,0,1,0,2,6,0,3,0,0.43243243243243246,0,0,8,6,12,630
1446425,1.0c,10.02113849765258,15,0,1652,10.024119718309858,0,0,0,8,0,12.48554929577465,39.26977934272301,12.784600938967138,0,0,0,0,0,0,0,12,0.3333333333333333,77,0,31.96150234741784,0,288.4,1,15,35,15,44,0.026634382566585957,44,0,19.85229954635272,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0.4666666666666667,0,0,2,5,10,284
1449866,1.0c,15.12428571428572,71,47,6467,14.465654761904762,43,0.006649141796814597,43,34,0,13.0116746031746,41.67221428571432,14.833015873015874,1,0.00015463120457708364,1,1,23,6,0,42,0.37777777777777777,120,0,37.08253968253968,0,819.7142857142857,1,45,106,39,43,0.006649141796814597,43,17,34.74901573277509,1,0.00015463120457708364,1,0,3,0,1,0,1,0,1,2,0,9,0,0.5555555555555556,0,0,31,7,29,1008
1450050,1.0c,13.60896810991325,345,100,36038,12.776929133858268,4,0.0001109939508296798,4,176,12,12.729536447197589,43.06321438768066,13.6657681202483,10,0.00027748487707419944,10,10,65,71,0,225,0.3283018867924528,411,0,34.16442030062075,0,3563.7,1,265,605,441,94,0.002608357844497475,94,105,79.43297717608546,0,0,0,0,6,0,1,0,5,0,16,95,0,11,0,0.5735849056603773,0,0,133,10,69,5842
1455617,1.0c,3.3481818181818177,34,7,1890,5.5245454545454535,4,0.0021164021164021165,4,5,0,8.659228650137742,52.57247933884301,9.358677685950417,0,0,0,0,2,0,0,17,0.3636363636363637,56,0,23.396694214876035,0,294.5,1,33,47,4,9,0.004761904761904762,9,3,22.05255888325765,6,0.0031746031746031746,6,0,3,0,0,0,0,0,0,1,0,0,0,0.5454545454545454,0,0,3,4,6,363
1457406,2.0c,10.409245750718677,714,99,49427,12.364307770184766,19,0.00038440528456106985,19,287,25,10.732383034586132,45.49873758010335,11.75306098933728,27,0.0005462601412183624,27,27,115,11,0,410,0.3424124513618677,358,0,29.3826524733432,0,5293.777777777777,1,514,999,198,443,0.008962712687397576,443,71,91.89319434017432,47,0.000950897282861594,47,0,97,1,11,0,14,1,57,47,2,30,0,0.47470817120622566,0,0,134,9,209,7902
1458661,0.0c,11.767553459119496,13,6,1549,10.460603773584907,3,0.001936733376371853,3,10,0,12.125141509433966,47.46419025157235,12.455974842767295,0,0,0,0,5,0,0,10,0.4166666666666667,79,0,31.13993710691824,0,70,1,12,33,17,34,0.02194964493221433,34,4,19.278820596099703,2,0.0012911555842479018,2,0,2,0,0,0,0,0,0,3,0,0,0,0.5,0,0,3,2,3,265
1458949,1.0c,16.78906162136832,113,14,9920,4.744609106529207,8,0.0008064516129032258,8,63,4,16.549595126522963,51.79962230552954,19.02712902218057,0,0,0,0,17,3,0,45,0.10909090909090909,761,0,47.56782255545142,0,1041.3333333333333,1,55,168,57,107,0.010786290322580643,107,8,51.249352327259274,0,0,0,0,1,0,0,0,0,0,4,15,0,4,0,0.8909090909090909,0,0,28,9,17,2328
1464313,0.0c,12.39623853211009,17,4,1942,11.40327217125382,7,0.003604531410916581,7,4,0,15.39334556574924,23.528183486238532,14.469235474006116,0,0,0,0,0,0,0,12,0.26666666666666666,60,0,36.17308868501529,0,180.28571428571428,1,15,21,3,23,0.01184346035015448,23,0,21.083141320025124,4,0.0020597322348094747,4,0,4,0,0,0,0,0,0,0,0,1,0,0.6666666666666666,0,0,2,7,2,327
1465185,3.0c,13.261315496098106,87,13,5767,10.11310276679842,11,0.0019074041962892315,11,33,2,12.952924901185774,48.414047329482145,13.77869666565319,0,0,0,0,12,6,0,34,0.3333333333333333,136,0,34.44674166413297,0,807.3333333333334,1,39,96,38,56,0.009710421362926998,56,13,34.81194744117373,24,0.0041616091555401425,24,0,0,0,2,0,0,0,0,2,0,0,0,0.5128205128205128,0,0,24,6,21,1012
1465376,0.0c,11.870911467410243,23,0,1948,13.92427152317881,3,0.001540041067761807,3,12,1,13.42749041477867,27.104491111885665,15.894318577901709,0,0,0,0,3,1,0,12,0.3684210526315789,64,0,39.73579644475427,0,525,1,19,48,6,33,0.016940451745379878,33,2,20.378147196982766,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5263157894736842,0,0,2,3,6,302
1468209,1.0c,10.5834679144385,110,8,9685,8.25402139037433,25,0.002581311306143521,25,41,3,11.617479946524067,53.40445521390376,13.157486631016042,1,0.00010325245224574084,1,1,5,12,0,59,0.2375,493,0,32.893716577540104,0,1830.8,1,80,149,55,102,0.010531750129065563,102,16,46.243496620879306,18,0.001858544140423335,18,0,3,0,1,1,0,0,7,10,0,0,0,0.6625,0,0,27,5,28,1870
1471706,5.0c,11.813854210274153,412,104,27954,11.57854793334776,21,0.0007512341704228376,21,221,13,12.284413079079844,42.93055275470158,12.99695655584105,5,0.00017886527867210417,5,5,43,12,0,186,0.4279475982532751,313,0,32.49239138960262,0,3262,1,229,504,93,92,0.003291121127566717,92,45,70.97793759742936,32,0.0011447377835014669,32,0,29,0,2,0,4,1,23,18,1,17,0,0.4585152838427948,0,0,125,8,76,4621
1476578,2.0c,13.900420258620684,69,12,3988,13.126843750000004,4,0.0010030090270812435,4,26,4,12.910959051724143,41.8046875,14.890086206896552,0,0,0,0,23,3,0,26,0.3448275862068966,110,0,37.22521551724138,0,945,1,29,68,20,19,0.004764292878635908,19,12,28.298221281347036,0,0,0,0,8,0,0,0,1,0,3,2,0,3,0,0.5862068965517241,0,0,11,3,8,640
1479664,0.0c,10.488911564625845,4,0,299,11.978571428571424,1,0.0033444816053511705,1,2,0,11.249387755102042,43.50156462585039,12.247619047619049,0,0,0,0,0,0,0,1,0.3333333333333333,34,0,30.619047619047617,0,0,1,3,5,1,8,0.026755852842809364,8,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6666666666666666,0,0,0,0,1,49
1479712,0.0c,11.508571428571427,4,0,246,10.743809523809524,0,0,0,2,0,13.390476190476187,36.46285714285716,14.114285714285714,0,0,0,0,0,0,0,1,0.5,35,0,35.285714285714285,0,0,1,2,4,0,7,0.028455284552845527,7,0,9.48074069840786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,42
1481065,4.0c,10.175265700483088,30,7,3927,12.833848631239938,8,0.002037178507766743,8,20,2,11.415832528180356,37.79611594202902,11.639162640901771,0,0,0,0,8,0,0,24,0.28888888888888886,91,0,29.09790660225443,0,421,1,45,54,19,51,0.012987012987012988,51,5,27.919871588754223,0,0,0,0,3,0,0,0,1,0,1,9,0,1,0,0.6222222222222222,0,0,6,8,12,621
1481539,5.0c,10.72288679591776,389,94,30630,7.611062171777064,16,0.0005223636957231473,16,174,8,11.580086361158052,56.215108294884985,12.360445977476202,4,0.0001305909239307868,4,4,53,19,0,209,0.3739495798319328,412,0,30.9011149436905,0,3627.25,1,238,716,261,316,0.01031668299053216,316,48,79.83098333354845,170,0.00555011426705844,170,0,7,1,3,0,1,1,13,22,1,6,1,0.5336134453781513,0,0,94,8,90,5903
1486241,4.0c,11.892137072908255,691,132,53260,12.84636331569665,37,0.000694705219677056,37,275,23,12.025349433035403,40.94077846157296,13.486286730637014,13,0.000244085617724371,13,13,116,61,0,346,0.4364406779661017,456,0,33.71571682659253,0,5838.666666666667,1,472,1247,266,469,0.008805858054825385,469,131,95.22255689363638,8,0.0001502065339842283,8,0,52,0,3,1,14,1,64,42,2,22,4,0.461864406779661,0,0,158,9,158,8505
1488266,1.0c,9.188537549407112,80,14,4450,10.272371541501975,1,0.00022471910112359551,1,20,1,10.449479578392625,49.53334980237156,11.39578392621871,0,0,0,0,4,2,0,32,0.34782608695652173,127,0,28.489459815546773,0,1047.75,1,46,97,21,53,0.011910112359550562,53,10,30.54995462791182,2,0.00044943820224719103,2,0,9,0,0,0,0,0,1,4,0,0,0,0.5434782608695652,0,0,8,4,21,759
1490953,2.0c,12.407159148041494,146,57,13104,11.122638009049773,20,0.0015262515262515265,20,75,6,13.325562868504049,39.28506398829933,14.884044060514649,0,0,0,0,23,18,0,77,0.3636363636363637,261,0,37.21011015128662,0,1627.428571428571,1,99,267,131,97,0.007402319902319902,97,62,50.01063709417264,37,0.0028235653235653235,37,0,2,1,2,0,0,2,5,6,1,2,0,0.5454545454545454,0,0,38,7,49,2210
1493640,4.0c,10.103855949197856,108,15,9822,9.15640340909091,8,0.0008144980655670943,8,58,3,12.055862299465243,45.507506684492,12.395989304812836,5,0.0005090612909794339,5,5,25,1,0,68,0.35294117647058826,199,0,30.989973262032088,0,1120.75,1,85,233,12,119,0.012115658725310528,119,5,44.95235392680606,20,0.0020362451639177356,20,0,9,0,1,0,2,0,7,3,0,2,0,0.5647058823529412,0,0,17,8,35,1760
1496825,2.0c,15.149602615694164,53,4,4850,9.842687793427231,7,0.001443298969072165,7,18,1,15.112823608316564,40.907746478873264,14.518846411804155,0,0,0,0,9,2,0,23,0.14285714285714285,289,0,36.29711602951039,0,735.4,1,28,85,50,35,0.007216494845360825,35,3,32.18903903865285,6,0.0012371134020618556,6,0,2,0,3,0,0,0,2,4,0,1,0,0.7857142857142857,0,0,9,5,11,852
1498769,2.0c,8.57909773409773,113,20,6848,9.740925925925929,2,0.0002920560747663551,2,35,0,9.404077714077715,56.23407452907452,10.15899535899536,2,0.0002920560747663551,2,2,22,22,0,51,0.33783783783783783,145,0,25.397488397488395,0,1084.3333333333333,1,74,132,47,42,0.006133177570093458,42,27,37.46737587922817,0,0,0,0,7,0,1,0,1,0,2,4,0,3,0,0.581081081081081,0,0,17,6,33,1188
1517700,2.0c,13.642095943144804,154,18,8550,9.446143322475567,1,0.0001169590643274854,1,53,3,14.22835652946402,42.761474681670165,16.166893692626594,0,0,0,0,11,5,0,52,0.43636363636363634,156,0,40.41723423156648,0,1634.2,1,55,199,37,57,0.006666666666666667,57,17,42.179076048319466,1,0.0001169590643274854,1,0,6,0,1,0,1,0,4,5,0,5,0,0.509090909090909,0,0,36,5,32,1535
1518554,1.0c,14.14489613600449,200,43,11884,11.3033648111332,18,0.0015146415348367551,18,74,3,14.392763419483106,37.81712162919919,16.20264056685528,0,0,0,0,27,15,0,64,0.34615384615384615,249,852,40.5066014171382,852,1524.857142857143,1,78,281,97,58,0.004880511612251767,58,43,47.85532298401161,13,0.0010939077751598789,13,1,9,0,0,0,2,1,4,10,1,2,0,0.5128205128205128,852,0,25,7,61,2012
1521032,0.0c,15.62772727272727,11,0,851,15.318333333333332,5,0.005875440658049354,5,4,0,15.696060606060607,21.714090909090913,17.284848484848485,1,0.0011750881316098707,1,1,0,2,0,4,0.5,42,0,43.21212121212121,0,180,1,6,9,0,16,0.01880141010575793,16,0,14.489125293076055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,1,2,0,132
1521161,1.0c,8.377713266545229,52,13,2680,8.437110655737701,2,0.0007462686567164179,2,20,0,8.941265938069218,63.15006071645418,9.032908318154218,0,0,0,0,15,5,0,23,0.3333333333333333,85,0,22.582270795385547,0,691.6666666666666,1,27,58,16,14,0.0052238805970149255,14,10,25.09072203437452,0,0,0,0,4,0,0,0,0,1,3,2,2,2,0,0.5185185185185185,0,0,13,3,19,488
1521187,0.0c,9.31413793103448,4,2,505,9.960804597701149,1,0.00198019801980198,1,3,0,12.218988505747124,38.44986206896553,12.937011494252877,0,0,0,0,1,0,0,4,0.4,38,0,32.342528735632186,0,84,1,5,7,2,8,0.015841584158415842,8,0,12.327379053088816,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.4,0,0,2,1,4,87
1526860,5.0c,15.49003293479464,602,95,38016,13.385846894719364,21,0.0005523989898989899,21,249,12,15.152408917303225,31.118369824532294,17.004451455773275,5,0.00013152356902356902,5,5,100,28,0,204,0.42916666666666664,512,0,42.51112863943319,0,3097.2727272727275,1,240,828,221,221,0.005813341750841751,221,89,80.60154637634484,28,0.0007365319865319865,28,0,37,0,1,0,2,0,37,22,0,14,0,475,0,0,140,11,145,6022
1529533,2.0c,15.40038100618272,36,18,5426,15.622619339045292,21,0.003870254330998894,21,42,0,13.002521419828645,39.15295703480527,14.499438219878858,1,0.00018429782528566163,1,1,14,0,0,34,0.4615384615384616,116,0,36.24859554969714,0,974.8,1,39,105,29,18,0.003317360855141909,18,7,31.583211855912904,2,0.00036859565057132326,2,0,1,0,0,0,2,0,4,5,1,2,0,0.4871794871794872,0,0,18,5,20,817
1529600,1.0c,12.240497972059488,38,2,3688,10.73446372239748,5,0.0013557483731019525,5,27,1,12.50412122577738,45.74366719242906,12.968814781433077,0,0,0,0,5,0,0,24,0.25,115,0,32.42203695358269,0,618.8,1,28,71,27,37,0.010032537960954447,37,1,28.179356624028344,0,0,0,0,3,0,1,0,0,0,1,6,0,1,0,0.7142857142857143,0,0,9,5,19,634
1530807,5.0c,9.546777432126696,167,25,8915,8.341611519607842,4,0.000448681996634885,4,48,1,9.995245098039216,60.667929864253395,11.285897435897438,2,0.0002243409983174425,2,2,20,7,0,65,0.4230769230769231,163,0,28.21474358974359,0,1324.8333333333333,1,78,220,83,57,0.006393718452047112,57,30,43.39801975344831,35,0.003925967470555244,35,0,6,0,0,0,0,1,3,7,1,5,0,0.4615384615384616,0,0,51,6,39,1632
1543107,4.0c,10.082196586426292,146,47,10901,11.480916620651572,33,0.0030272452068617556,33,59,4,10.652487053591418,47.74894722441937,12.37924594942817,3,0.00027520410971470507,3,3,15,6,0,81,0.2972972972972973,159,0,30.948114873570425,0,1404.428571428571,1,111,184,47,68,0.006237959820199981,68,23,45.555845661906424,6,0.0005504082194294101,6,0,14,0,0,1,1,2,6,11,2,10,0,0.5585585585585585,0,0,34,7,25,1811
1544264,0.0c,14.96954937304075,24,1,1535,15.006594827586206,1,0.0006514657980456026,1,14,0,14.709592476489023,27.1673824451411,15.850156739811911,0,0,0,0,3,1,0,9,0.4545454545454546,56,0,39.62539184952978,0,83,1,11,27,3,13,0.008469055374592834,13,1,18.231546211727817,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0.3636363636363637,0,0,3,1,5,232
