fold,iD,predictedResult,targetResult
3,1354557,0.4606660008430481,1.0c
3,1356179,1.8151099681854248,4.0c
0,1357188,2.1321299076080322,3.0c
0,1362114,2.616569995880127,4.0c
1,1365319,4.224599838256836,5.0c
0,1365807,3.6967499256134033,4.0c
1,1366574,0.6326329708099365,1.0c
2,1368483,1.8784300088882446,4.0c
0,1368569,2.484600067138672,1.0c
1,1370087,3.299839973449707,2.0c
0,1372886,0.5471559762954712,1.0c
0,1373336,1.573930025100708,1.0c
1,1374669,2.690690040588379,5.0c
3,1377636,1.4351099729537964,4.0c
3,1383269,-0.07560530304908752,0.0c
4,1385736,2.8355400562286377,2.0c
4,1386541,-0.057767901569604874,0.0c
0,1389951,3.30757999420166,5.0c
2,1390627,1.0548700094223022,1.0c
2,1391089,1.0838799476623535,1.0c
1,1391580,-0.15296100080013275,0.0c
3,1392290,1.0890699625015259,1.0c
0,1395311,2.777209997177124,2.0c
2,1397435,1.4123899936676025,2.0c
2,1398224,1.9203699827194214,2.0c
2,1399689,3.1762900352478027,3.0c
2,1402627,4.497250080108643,5.0c
1,1404748,2.8867499828338623,4.0c
1,1404900,2.441740036010742,2.0c
1,1405895,3.3754799365997314,4.0c
0,1407394,1.6425800323486328,2.0c
4,1415621,0.733244001865387,1.0c
2,1416262,3.761320114135742,4.0c
2,1419762,3.385119915008545,4.0c
1,1424178,5.02016019821167,4.0c
3,1426300,0.7574059963226318,1.0c
1,1434067,1.4168399572372437,2.0c
3,1436547,3.6111299991607666,5.0c
4,1438742,2.3790900707244873,4.0c
0,1442561,4.601650238037109,5.0c
3,1442763,4.531149864196777,5.0c
0,1445372,1.7835899591445923,3.0c
1,1446425,0.6719440221786499,1.0c
2,1449866,1.9638500213623047,1.0c
2,1450050,1.6771399974822998,1.0c
0,1455617,0.5934759974479675,1.0c
1,1457406,4.218289852142334,2.0c
3,1458661,0.3238149881362915,0.0c
2,1458949,2.3532299995422363,1.0c
2,1464313,1.1520600318908691,0.0c
1,1465185,2.370840072631836,3.0c
1,1465376,0.39490100741386414,0.0c
4,1468209,2.2111899852752686,1.0c
0,1471706,4.172999858856201,5.0c
1,1476578,1.1399600505828857,2.0c
2,1479664,-0.056078601628541946,0.0c
0,1479712,-0.18203000724315643,0.0c
1,1481065,1.3467700481414795,4.0c
3,1481539,3.5272600650787354,5.0c
4,1486241,3.625469923019409,4.0c
1,1488266,1.4126100540161133,1.0c
0,1490953,3.4479598999023438,2.0c
0,1493640,3.068389892578125,4.0c
3,1496825,1.2108500003814697,2.0c
2,1498769,1.3443700075149536,2.0c
1,1517700,2.1073501110076904,2.0c
0,1518554,2.84837007522583,1.0c
3,1521032,0.21038499474525452,0.0c
1,1521161,0.5709559917449951,1.0c
3,1521187,-0.0566973015666008,0.0c
1,1526860,4.656310081481934,5.0c
3,1529533,1.3806300163269043,2.0c
0,1529600,0.8875700235366821,1.0c
4,1530807,3.030329942703247,5.0c
4,1543107,2.594249963760376,4.0c
2,1544264,0.37464699149131775,0.0c
3,1548154,-0.11886200308799744,0.0c
2,1548983,1.990380048751831,4.0c
1,1560169,-0.08096279948949814,0.0c
2,1561409,3.6710801124572754,5.0c
4,1566299,0.20447400212287903,0.0c
0,1566768,2.583709955215454,3.0c
0,1567800,1.860129952430725,1.0c
3,1571637,1.1863600015640259,1.0c
4,1571908,1.70756995677948,1.0c
4,1573153,1.116420030593872,1.0c
1,1574480,4.251649856567383,5.0c
3,1577091,2.4351999759674072,3.0c
0,1578321,4.232679843902588,5.0c
4,1581695,1.217460036277771,1.0c
1,1589806,1.3467199802398682,2.0c
1,1591861,0.2859950065612793,0.0c
3,1593424,1.5192899703979492,2.0c
4,1595612,0.48251399397850037,1.0c
1,1595636,2.816689968109131,4.0c
1,1600006,0.43492400646209717,0.0c
4,1601052,3.9506399631500244,3.0c
4,1604501,3.6874399185180664,3.0c
4,1605054,2.794909954071045,2.0c
0,1606901,-0.05417430028319359,0.0c
0,1608503,3.3066799640655518,3.0c
2,1613558,2.4135499000549316,3.0c
3,1615974,4.392380237579346,3.0c
0,1616933,2.5960099697113037,4.0c
3,1617684,0.7417219877243042,0.0c
0,1618577,3.309030055999756,3.0c
4,1620586,3.936929941177368,5.0c
3,1622621,0.5543419718742371,0.0c
0,1625801,0.2689509987831116,0.0c
3,1626255,1.8296400308609009,2.0c
3,1628286,2.020159959793091,2.0c
0,1629419,1.461400032043457,1.0c
3,1630330,1.4576400518417358,4.0c
3,1634174,1.0422799587249756,1.0c
4,1641323,0.1914680004119873,1.0c
4,1644295,4.024159908294678,3.0c
3,1647038,-0.13480299711227417,0.0c
1,1648962,4.390170097351074,3.0c
1,1656784,4.747399806976318,5.0c
1,1657234,4.079949855804443,2.0c
2,1658140,1.7478100061416626,2.0c
3,1660890,2.071660041809082,2.0c
3,1667697,4.125259876251221,5.0c
4,1668232,3.973789930343628,3.0c
2,1670077,3.2462899684906006,5.0c
3,1671163,3.4906198978424072,3.0c
0,1671553,0.773921012878418,3.0c
0,1672498,0.10973399877548218,0.0c
0,1672901,3.823199987411499,3.0c
3,1675153,-0.12247200310230255,0.0c
1,1675969,0.9408689737319946,1.0c
3,1678225,2.6752400398254395,4.0c
1,1678612,1.9400800466537476,1.0c
4,1682216,0.26883000135421753,0.0c
4,1684056,1.57246994972229,1.0c
1,1684129,2.519550085067749,3.0c
2,1684988,4.183310031890869,4.0c
2,1690448,4.8043599128723145,5.0c
4,1696072,-0.016092000529170036,0.0c
0,1700281,2.3343300819396973,1.0c
4,1700693,2.860529899597168,1.0c
2,1705214,3.2304298877716064,4.0c
0,1706275,3.7544100284576416,5.0c
2,1712282,0.17745499312877655,0.0c
2,1716078,1.0194499492645264,0.0c
4,1716364,3.8219799995422363,5.0c
2,1717037,1.2213799953460693,1.0c
4,1718533,4.030429840087891,5.0c
1,1718654,0.11336699873209,0.0c
4,1725905,1.2726999521255493,1.0c
4,1734795,3.066200017929077,1.0c
0,1735070,3.0547399520874023,2.0c
3,1739541,4.929649829864502,3.0c
2,1740187,0.4083229899406433,2.0c
3,1740212,0.6801440119743347,0.0c
2,1740338,0.6340879797935486,1.0c
2,1743914,1.6587599515914917,0.0c
3,1745619,2.698280096054077,1.0c
4,1758403,0.10609100013971329,0.0c
0,1764772,1.3148200511932373,4.0c
4,1767416,0.28165799379348755,0.0c
0,1773067,4.9267401695251465,5.0c
0,1774557,0.42569801211357117,1.0c
1,1775464,0.4241729974746704,0.0c
0,1775924,4.487730026245117,5.0c
1,1777481,-0.02251020073890686,0.0c
3,1778828,0.6658890247344971,1.0c
0,1780664,3.0602400302886963,3.0c
2,1781561,3.4900801181793213,2.0c
1,1784713,2.437190055847168,2.0c
2,1789383,2.5314300060272217,3.0c
2,1790734,2.9286000728607178,5.0c
2,1792946,0.7054589986801147,1.0c
1,1794467,0.5789250135421753,1.0c
4,1794722,4.343649864196777,5.0c
4,1797946,3.4813199043273926,5.0c
4,1811216,0.9927539825439453,2.0c
4,1811620,3.8918399810791016,5.0c
2,1814700,3.080080032348633,4.0c
0,1817510,3.2702600955963135,4.0c
0,1820218,4.199440002441406,5.0c
3,1821921,0.8882589936256409,0.0c
3,1826543,1.5002599954605103,1.0c
0,1826864,0.4629879891872406,0.0c
0,1835507,0.5347899794578552,0.0c
4,1843094,2.1237599849700928,4.0c
1,1849824,3.8157899379730225,5.0c
1,1860614,4.49036979675293,3.0c
4,1863359,0.5220659971237183,1.0c
0,1864217,0.9751899838447571,1.0c
3,1865567,0.822272002696991,2.0c
3,1866589,1.3832000494003296,1.0c
0,1869185,0.3532019853591919,1.0c
4,1873456,0.09226849675178528,0.0c
2,1875026,3.303539991378784,3.0c
0,1875157,1.2448099851608276,2.0c
3,1878655,0.19471800327301025,0.0c
3,1879752,3.2227799892425537,3.0c
2,1885865,2.189650058746338,4.0c
4,1886545,0.6629830002784729,1.0c
3,1889619,4.663710117340088,5.0c
3,1894460,3.230910062789917,4.0c
4,1894794,-0.01440299954265356,0.0c
3,1896782,2.6959900856018066,4.0c
3,1902021,4.410999774932861,3.0c
3,1907342,0.9054110050201416,1.0c
4,1911188,3.979379892349243,3.0c
2,1911942,1.1664600372314453,4.0c
0,1919367,2.7293200492858887,4.0c
2,1919911,2.833930015563965,3.0c
3,1920595,-0.08734320104122162,0.0c
2,1924199,2.6638801097869873,3.0c
1,1928529,0.13288499414920807,0.0c
3,1931416,4.143189907073975,3.0c
1,1933931,4.274700164794922,5.0c
1,1937560,1.2355799674987793,1.0c
3,1952472,4.554679870605469,5.0c
3,1954484,0.5842329859733582,1.0c
2,1957839,1.0427700281143188,0.0c
0,1962117,2.518160104751587,3.0c
0,1963680,4.686689853668213,5.0c
4,1964792,2.799299955368042,3.0c
4,1973155,4.299520015716553,5.0c
4,1973906,3.8953099250793457,4.0c
1,1974943,3.3066699504852295,1.0c
1,1975218,2.6718199253082275,2.0c
3,1979808,1.5965700149536133,2.0c
0,1983354,2.9969100952148438,4.0c
1,1987118,0.3297629952430725,1.0c
2,1987675,2.0960700511932373,2.0c
1,1994574,0.13865399360656738,0.0c
4,1995922,4.49370002746582,5.0c
1,2003098,1.8750699758529663,2.0c
2,2003331,3.7148399353027344,4.0c
4,2007796,1.1939599514007568,1.0c
2,2008450,-0.06499960273504257,0.0c
1,2009905,3.2642300128936768,3.0c
3,2012940,3.165299892425537,4.0c
4,2020855,2.8381800651550293,4.0c
2,2022048,3.300179958343506,2.0c
0,2022138,0.0907742977142334,0.0c
1,2024285,3.882189989089966,5.0c
2,2027279,2.6007800102233887,2.0c
1,2027498,-0.018093500286340714,0.0c
4,2033864,2.4076099395751953,2.0c
0,2043655,4.213630199432373,5.0c
3,2046191,2.7738399505615234,2.0c
3,2052351,2.2133800983428955,2.0c
4,2054605,2.657979965209961,2.0c
4,2057471,0.9690009951591492,1.0c
2,2057475,1.0662200450897217,1.0c
2,2060085,0.1958959996700287,0.0c
4,2060539,1.6731899976730347,2.0c
4,2062734,1.310439944267273,4.0c
1,2068522,3.101330041885376,5.0c
1,2073470,4.115940093994141,4.0c
0,2074462,2.6059999465942383,4.0c
1,2077948,0.07741989940404892,0.0c
1,2080959,2.4489998817443848,3.0c
4,2085003,3.3492300510406494,3.0c
3,2086000,2.29325008392334,4.0c
2,2086470,3.7245399951934814,3.0c
4,2094348,0.3056899905204773,1.0c
1,2094972,3.043560028076172,4.0c
1,2095449,-0.16130700707435608,0.0c
1,2096587,-0.041767798364162445,0.0c
4,2096956,4.334449768066406,5.0c
2,2097000,4.287209987640381,4.0c
0,2100994,2.2447099685668945,2.0c
0,2101677,2.5302300453186035,2.0c
2,2103199,1.8500699996948242,5.0c
3,2109499,1.365049958229065,1.0c
1,2110234,2.7731900215148926,4.0c
2,2111401,2.8219399452209473,2.0c
3,2111767,-0.055268000811338425,0.0c
4,2112638,0.6010500192642212,0.0c
1,2114226,2.2329399585723877,2.0c
0,2119332,4.5505499839782715,4.0c
4,2137471,0.8031820058822632,1.0c
0,2144532,0.6415079832077026,1.0c
3,2145873,0.08840549737215042,0.0c
1,2150105,2.4506499767303467,3.0c
2,2161576,2.5683999061584473,1.0c
4,2166444,2.686609983444214,5.0c
3,2167409,1.620419979095459,4.0c
1,2168853,2.3241500854492188,3.0c
2,2179895,0.7914029955863953,1.0c
3,2186614,3.4660398960113525,3.0c
4,2187605,3.4252800941467285,4.0c
2,2187649,4.524990081787109,5.0c
1,2200242,0.4764789938926697,0.0c
3,2206664,2.1795101165771484,3.0c
2,2209918,4.052720069885254,3.0c
3,2212439,3.9169700145721436,5.0c
4,2216513,2.29256010055542,2.0c
4,2217988,3.9903500080108643,4.0c
2,2220694,1.4348900318145752,1.0c
0,2220707,0.7405760288238525,1.0c
0,2221154,2.0332400798797607,3.0c
0,2221512,2.794179916381836,4.0c
3,2221775,4.875430107116699,4.0c
0,2228370,3.8155300617218018,3.0c
1,2238189,0.4463300108909607,1.0c
3,2238936,2.610569953918457,4.0c
3,2243388,2.9556400775909424,3.0c
0,2251839,0.11522600054740906,0.0c
3,2257295,0.26799899339675903,0.0c
3,2259370,1.3660999536514282,2.0c
1,2260663,1.6035300493240356,1.0c
2,2262183,1.83843994140625,2.0c
4,2266821,4.128270149230957,3.0c
0,2273091,3.901060104370117,3.0c
3,2274234,1.6989799737930298,3.0c
2,2278495,1.0754300355911255,4.0c
1,2280932,3.3361899852752686,4.0c
0,2284877,4.201399803161621,4.0c
4,2285589,0.5510349869728088,0.0c
3,2288085,1.4761899709701538,0.0c
2,2288758,0.03963860124349594,0.0c
2,2292635,1.6651300191879272,2.0c
4,2299222,1.2268600463867188,1.0c
3,2299930,1.5035300254821777,2.0c
0,2299983,0.4457390010356903,1.0c
0,2310341,0.08097679913043976,0.0c
4,2318782,4.090469837188721,4.0c
2,2325214,3.0951499938964844,3.0c
1,2326001,4.412320137023926,5.0c
0,2330630,3.4304299354553223,2.0c
4,2334813,0.023399999365210533,0.0c
1,2336416,1.1758999824523926,1.0c
0,2343661,-0.10184600204229355,0.0c
1,2346300,1.0696500539779663,1.0c
0,2346975,4.0585198402404785,5.0c
2,2348792,1.7603299617767334,1.0c
0,2350219,-0.09429629892110825,0.0c
2,2359824,0.6173279881477356,0.0c
3,2360651,0.04397200047969818,0.0c
3,2362711,0.5204820036888123,2.0c
3,2362966,2.643699884414673,2.0c
3,2365582,0.3252809941768646,1.0c
0,2367984,0.60732501745224,0.0c
2,2370991,1.5211600065231323,1.0c
1,2377578,2.4906599521636963,1.0c
0,2381050,0.6462000012397766,1.0c
4,2383610,0.6559209823608398,4.0c
1,2383951,0.2446720004081726,0.0c
0,2391571,0.26941999793052673,1.0c
0,2393209,0.24597199261188507,0.0c
3,2397744,0.35634899139404297,0.0c
2,2404514,1.1917200088500977,1.0c
3,2412522,-0.06175829842686653,0.0c
1,2416726,3.2186501026153564,3.0c
2,2421951,0.07199949771165848,0.0c
2,2422743,2.086430072784424,1.0c
3,2427187,3.610759973526001,3.0c
2,2427510,3.6877501010894775,4.0c
2,2430077,0.2915070056915283,0.0c
2,2430698,2.5806000232696533,4.0c
3,2431431,2.5401599407196045,4.0c
2,2432758,2.1528499126434326,1.0c
3,2435666,0.8094710111618042,1.0c
3,2443795,1.4830199480056763,4.0c
1,2459075,0.4871459901332855,1.0c
2,2461695,1.278149962425232,1.0c
1,2465797,5.102519989013672,5.0c
4,2467163,2.9746499061584473,4.0c
1,2475174,1.9100799560546875,1.0c
0,2475445,4.211410045623779,3.0c
2,2475962,0.4139379858970642,0.0c
1,2485871,1.3163100481033325,1.0c
3,2486645,0.060194600373506546,0.0c
4,2498098,0.14236700534820557,1.0c
1,2499027,3.414370059967041,4.0c
3,2502906,4.123869895935059,3.0c
4,2505145,2.4928600788116455,1.0c
3,2508048,3.5801799297332764,4.0c
4,2508590,0.5773130059242249,0.0c
4,2509231,1.2493300437927246,1.0c
0,2510228,4.320419788360596,5.0c
4,2513654,3.202009916305542,3.0c
3,2513744,2.0520200729370117,4.0c
2,2515673,1.9539400339126587,3.0c
4,2517735,0.20004600286483765,0.0c
1,2522651,2.5976500511169434,3.0c
1,2524808,1.3491100072860718,2.0c
4,2528948,2.4649899005889893,2.0c
4,2533718,1.322890043258667,1.0c
4,2535424,0.36840400099754333,0.0c
3,2537171,3.9644598960876465,3.0c
0,2540682,3.8718299865722656,4.0c
4,2544889,1.8366600275039673,2.0c
1,2549683,0.6434209942817688,1.0c
4,2551242,3.014159917831421,2.0c
2,2554718,0.09647049754858017,0.0c
1,2554724,4.673980236053467,5.0c
1,2555905,1.2553000450134277,2.0c
1,2562815,3.0836501121520996,3.0c
4,2566786,0.9683970212936401,0.0c
4,2569378,3.657900094985962,5.0c
3,2574257,4.135819911956787,3.0c
4,2576283,0.46438300609588623,2.0c
3,2578901,4.19035005569458,4.0c
1,2581850,4.507319927215576,5.0c
2,2586953,4.283790111541748,3.0c
4,2589714,4.3365302085876465,3.0c
2,2590103,0.6826220154762268,0.0c
4,2591085,4.5187602043151855,5.0c
1,2593568,-0.014902699738740921,0.0c
4,2594357,0.8535850048065186,0.0c
1,2597700,2.780100107192993,4.0c
3,2600002,2.091629981994629,3.0c
0,2604208,3.4075100421905518,5.0c
1,2605189,1.6767899990081787,1.0c
0,2605935,1.3183599710464478,1.0c
1,2609544,-0.048722799867391586,0.0c
4,2616667,1.9997800588607788,1.0c
4,2619852,3.897890090942383,3.0c
4,2622560,2.2190499305725098,2.0c
1,2624165,0.9765939712524414,1.0c
0,2632847,3.2921700477600098,3.0c
1,2636473,1.8320200443267822,2.0c
3,2639573,4.273940086364746,2.0c
1,2644762,2.0769898891448975,2.0c
1,2647835,0.5407810211181641,0.0c
2,2648735,0.5010520219802856,0.0c
3,2651533,1.7637399435043335,2.0c
1,2651677,0.8270969986915588,0.0c
4,2655089,3.427500009536743,2.0c
4,2659050,3.7967000007629395,5.0c
2,2659568,1.4767199754714966,1.0c
1,2661915,0.42062699794769287,0.0c
1,2662584,4.497889995574951,5.0c
1,2679203,0.6257460117340088,1.0c
4,2684519,1.590999960899353,2.0c
2,2684783,3.244270086288452,4.0c
3,2695616,0.16981500387191772,0.0c
1,2699768,0.8509600162506104,1.0c
1,2725484,1.318560004234314,4.0c
3,2735305,0.6440500020980835,1.0c
4,2738873,1.9565900564193726,2.0c
2,2740385,3.1476800441741943,3.0c
4,2749020,1.7664300203323364,1.0c
3,2761506,3.5888800621032715,4.0c
1,2765670,2.3226799964904785,2.0c
0,2766531,3.8027400970458984,3.0c
3,2768449,1.5847100019454956,1.0c
4,2781030,3.870500087738037,5.0c
3,2782231,2.332930088043213,4.0c
4,2785898,0.3549410104751587,0.0c
4,2789025,0.7232789993286133,1.0c
3,2793174,3.413680076599121,3.0c
3,2796885,4.168169975280762,5.0c
4,2809893,3.7136099338531494,3.0c
3,2810369,3.758690118789673,3.0c
4,2813924,0.5800939798355103,0.0c
3,2814494,2.5054800510406494,3.0c
0,2820813,0.3932870030403137,0.0c
3,2822968,4.955530166625977,3.0c
1,2839614,1.477139949798584,2.0c
2,2842197,1.849120020866394,3.0c
0,2842598,-0.0440451018512249,0.0c
2,2843282,0.39658498764038086,0.0c
1,2845486,0.6780719757080078,0.0c
2,2846382,1.0936100482940674,1.0c
2,2849125,0.09802199900150299,0.0c
1,2860521,1.6730899810791016,1.0c
0,2864573,1.021399974822998,1.0c
0,2865392,0.5124800205230713,1.0c
4,2866352,1.4888499975204468,1.0c
3,2870506,1.4815499782562256,1.0c
4,2871613,1.3608499765396118,1.0c
0,2874344,1.79367995262146,2.0c
1,2883908,1.9756300449371338,2.0c
4,2884613,1.5291800498962402,0.0c
1,2885544,0.011657900176942348,0.0c
1,2886525,0.34928300976753235,1.0c
2,2892975,2.7435901165008545,3.0c
0,2897988,2.707050085067749,2.0c
0,2904140,3.622570037841797,3.0c
4,2923902,1.0886399745941162,1.0c
4,2926260,0.3240000009536743,0.0c
4,2933569,3.4369399547576904,4.0c
3,2933834,2.87460994720459,5.0c
4,2939698,1.731410026550293,2.0c
2,2962076,1.0468699932098389,2.0c
3,2965424,1.2209199666976929,1.0c
1,2970773,4.720290184020996,3.0c
4,2970817,2.9864799976348877,3.0c
1,2977808,2.6546900272369385,2.0c
3,2978068,3.6588900089263916,3.0c
3,2978323,0.5385720133781433,1.0c
2,2987828,1.9315099716186523,2.0c
4,2989886,2.4015800952911377,3.0c
2,3006708,3.984610080718994,3.0c
1,3007155,2.41582989692688,1.0c
4,3012170,3.492769956588745,4.0c
4,3013584,1.3792500495910645,0.0c
0,3014315,4.271599769592285,5.0c
2,3024264,0.2675659954547882,0.0c
3,3024284,2.7436599731445312,3.0c
2,3025201,3.1630098819732666,1.0c
4,3029408,0.572763979434967,0.0c
2,3041506,0.3941960036754608,0.0c
3,3043886,4.434329986572266,5.0c
4,3047058,2.7756199836730957,3.0c
3,3051825,0.09123790264129639,0.0c
4,3058252,4.635270118713379,5.0c
4,3063532,2.8217499256134033,5.0c
2,3075398,0.49775099754333496,1.0c
2,3077425,-0.179966002702713,0.0c
1,3081760,4.8841400146484375,5.0c
4,3081812,1.0604000091552734,1.0c
1,3082583,3.296420097351074,2.0c
0,3084649,4.0284600257873535,3.0c
2,3089430,1.0691100358963013,0.0c
3,3095594,3.094320058822632,3.0c
1,3095943,3.548150062561035,2.0c
4,3096616,0.6012529730796814,1.0c
2,3096933,0.7074379920959473,1.0c
1,3104734,3.5426700115203857,3.0c
2,3119990,0.38671499490737915,1.0c
3,3120522,0.5267220139503479,1.0c
3,3120578,1.3376599550247192,1.0c
1,3130108,1.4167900085449219,2.0c
4,3131557,1.0250500440597534,2.0c
4,3131912,2.5905699729919434,3.0c
2,3131986,2.0518500804901123,3.0c
0,3135714,4.548630237579346,5.0c
3,3136991,3.0530099868774414,4.0c
4,3139543,0.3007679879665375,0.0c
2,3148890,3.33882999420166,3.0c
0,3153330,1.9448299407958984,2.0c
0,3162961,2.379189968109131,2.0c
2,3165859,3.5928399562835693,3.0c
2,3167635,4.1536102294921875,5.0c
4,3169069,-0.04360109940171242,0.0c
2,3169349,2.1562600135803223,3.0c
0,3174826,3.0351500511169434,4.0c
2,3176363,0.721921980381012,1.0c
3,3183713,3.183190107345581,3.0c
1,3193344,3.2126500606536865,3.0c
4,3193696,0.9727529883384705,1.0c
1,3194900,0.11984899640083313,0.0c
2,3196376,0.16275300085544586,0.0c
1,3196487,4.962870121002197,5.0c
4,3199247,1.7422000169754028,3.0c
3,3216203,3.5065200328826904,5.0c
2,3224922,3.98442006111145,2.0c
3,3228174,1.108870029449463,2.0c
4,3233800,3.5510900020599365,3.0c
2,3238117,1.3082400560379028,0.0c
3,3239141,1.7872300148010254,3.0c
2,3243816,1.7146400213241577,1.0c
1,3244731,3.009399890899658,1.0c
2,3245785,0.7646250128746033,1.0c
4,3251913,4.205100059509277,4.0c
1,3257900,1.047070026397705,1.0c
4,3261733,3.980570077896118,3.0c
4,3266013,2.4746100902557373,4.0c
2,3267280,2.264309883117676,2.0c
3,3271298,4.938650131225586,5.0c
2,3277626,0.24829299747943878,0.0c
4,3284771,3.8820199966430664,3.0c
4,3297716,3.667799949645996,5.0c
1,3298163,4.095980167388916,5.0c
2,3298595,3.547029972076416,3.0c
4,3299297,1.1863600015640259,2.0c
0,3301133,1.4917900562286377,2.0c
2,3301924,2.251879930496216,2.0c
1,3304608,4.265999794006348,4.0c
1,3307571,0.6186079978942871,1.0c
1,3309430,2.0469000339508057,4.0c
1,3311119,1.5862799882888794,2.0c
1,3311920,0.5545960068702698,1.0c
2,3314256,2.460400104522705,4.0c
0,3321713,-0.12420299649238586,0.0c
1,3322004,2.249890089035034,3.0c
2,3327207,0.7947739958763123,1.0c
2,3327583,1.0072100162506104,1.0c
4,3327763,0.5677160024642944,0.0c
1,3328796,1.1362199783325195,0.0c
3,3331589,1.5119500160217285,3.0c
4,3334088,1.6736500263214111,2.0c
2,3337126,2.8628599643707275,2.0c
2,3338112,4.0200700759887695,4.0c
3,3338124,4.416100025177002,3.0c
4,3352973,4.602089881896973,4.0c
4,3355544,0.16821399331092834,0.0c
3,3370817,3.1517601013183594,2.0c
4,3381361,3.215630054473877,3.0c
0,3398447,0.047143299132585526,2.0c
1,3400401,1.5407999753952026,1.0c
0,3402190,1.1440900564193726,1.0c
0,3402947,3.861690044403076,3.0c
4,3409272,2.2683300971984863,4.0c
4,3413059,3.292910099029541,3.0c
1,3421031,4.3088297843933105,5.0c
3,3432832,0.03726290166378021,0.0c
0,3434750,3.1417698860168457,4.0c
4,3435113,0.7180039882659912,1.0c
4,3436857,3.5511701107025146,4.0c
2,3440997,3.7430999279022217,3.0c
2,3445086,1.3550299406051636,1.0c
3,3457534,0.5738440155982971,0.0c
4,3475564,3.893019914627075,3.0c
3,3480500,1.0690200328826904,1.0c
1,3484410,4.143249988555908,4.0c
0,3504482,3.64028000831604,5.0c
2,3515277,0.7216020226478577,0.0c
0,3518329,0.023874599486589432,0.0c
3,3520190,4.3615899085998535,5.0c
3,3539598,0.4656060039997101,0.0c
1,3544739,2.155179977416992,1.0c
3,3548404,4.613850116729736,5.0c
4,3551462,4.535920143127441,5.0c
2,3551591,3.1198699474334717,2.0c
3,3552855,4.262969970703125,4.0c
2,3560206,0.13514499366283417,0.0c
3,3561014,0.2049340009689331,0.0c
1,3561798,-0.16075299680233002,0.0c
0,3565012,3.7713799476623535,2.0c
0,3565915,1.6183899641036987,3.0c
3,3569822,3.7713301181793213,4.0c
4,3569825,1.6783699989318848,3.0c
2,3570152,1.614259958267212,3.0c
4,3571894,1.4326200485229492,2.0c
2,3581844,2.1808900833129883,2.0c
2,3582052,0.5356190204620361,0.0c
0,3585412,4.309869766235352,5.0c
1,3588000,1.9373199939727783,3.0c
1,3594988,3.5436298847198486,3.0c
0,3597098,0.6580430269241333,0.0c
2,3612120,2.4841299057006836,2.0c
1,3624589,1.548509955406189,0.0c
2,3625319,2.1660499572753906,4.0c
1,3626415,3.8920199871063232,4.0c
3,3636429,0.2551569938659668,1.0c
4,3641013,0.3421880006790161,0.0c
4,3644512,2.406019926071167,2.0c
0,3647696,4.130620002746582,3.0c
2,3649576,1.7731900215148926,2.0c
2,3657318,2.380000114440918,2.0c
3,3660981,3.2835099697113037,5.0c
4,3662280,3.682149887084961,3.0c
1,3673401,4.105869770050049,2.0c
3,3688717,2.8571200370788574,4.0c
0,3692206,2.033859968185425,4.0c
0,3695583,2.105220079421997,2.0c
2,3699130,3.1177899837493896,4.0c
1,3717207,2.786679983139038,3.0c
1,3717454,0.0691865012049675,0.0c
2,3721357,0.9801999926567078,1.0c
1,3724225,0.36662599444389343,0.0c
0,3733734,2.496570110321045,2.0c
1,3735210,0.437265008687973,0.0c
3,3745073,2.5179100036621094,3.0c
2,3762057,3.892519950866699,3.0c
2,3763651,1.8699300289154053,2.0c
3,3764570,2.248349905014038,0.0c
1,3767113,1.434730052947998,4.0c
2,3769094,1.6303499937057495,2.0c
2,3779285,0.18602000176906586,0.0c
3,3790439,2.768079996109009,4.0c
0,3794576,1.5046499967575073,1.0c
2,3795900,4.31141996383667,5.0c
1,3797437,0.021957600489258766,0.0c
1,3798889,2.196150064468384,2.0c
2,3800477,3.585010051727295,4.0c
2,3800679,0.6113830208778381,1.0c
1,3804552,1.8790700435638428,4.0c
2,3806985,0.693261981010437,1.0c
0,3814620,0.7699649930000305,0.0c
2,3825963,4.202189922332764,3.0c
1,3839023,3.808229923248291,4.0c
4,3839373,3.3048999309539795,4.0c
3,3843627,3.138550043106079,3.0c
0,3845824,3.9212100505828857,2.0c
3,3847564,0.3201259970664978,0.0c
4,3854271,0.1266860067844391,0.0c
1,3854436,1.367859959602356,2.0c
0,3868552,2.6536900997161865,2.0c
0,3868589,2.3262898921966553,1.0c
0,3870228,1.7705399990081787,2.0c
4,3875428,0.481020987033844,0.0c
4,3876114,2.3933000564575195,2.0c
0,3878566,2.2981998920440674,2.0c
0,3884197,0.24532300233840942,0.0c
3,3908526,0.5805460214614868,1.0c
4,3915266,3.601480007171631,4.0c
1,3922778,1.3166500329971313,2.0c
0,3936094,2.465939998626709,3.0c
4,3936661,2.1117899417877197,2.0c
1,3940441,0.5856549739837646,0.0c
1,3944073,2.799220085144043,2.0c
4,3954639,0.8115270137786865,1.0c
3,3965765,0.9758219718933105,1.0c
2,3982599,3.510190010070801,5.0c
1,3987669,0.010571800172328949,0.0c
3,3990619,1.952299952507019,3.0c
1,4009568,1.7000099420547485,1.0c
1,4020775,4.946159839630127,5.0c
2,4023879,0.5852640271186829,0.0c
3,4024423,3.2184300422668457,1.0c
0,4026726,1.7543400526046753,2.0c
2,4028047,0.7824320197105408,1.0c
4,4043572,1.0921900272369385,0.0c
4,4047804,3.477950096130371,2.0c
4,4048025,4.309780120849609,3.0c
4,4048260,-0.05549389868974686,1.0c
